,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
11,7GYhTL_ZGsl3upw0duHMFQ,kona-reserve-coffee-frisco,Kona Reserve Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/iJDEKfUeeK6CkEWtiATG9Q/o.jpg,False,https://www.yelp.com/biz/kona-reserve-coffee-frisco?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,37,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 33.129912, 'longitude': -96.825684}",[],$$,"{'address1': '6363 Dallas Pkwy', 'address2': 'Ste 201', 'address3': '', 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['6363 Dallas Pkwy', 'Ste 201', 'Frisco, TX 75034']}",+14692005112,(469) 200-5112,9842.948970875457
12,AT2eTJETj-G4Cscot2y-Fw,honis-coffee-house-mckinney,Honi's Coffee House,https://s3-media4.fl.yelpcdn.com/bphoto/_2SvOXfNjAhSDYQA6vQNvQ/o.jpg,False,https://www.yelp.com/biz/honis-coffee-house-mckinney?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",5.0,"{'latitude': 33.149993, 'longitude': -96.699949}",['delivery'],,"{'address1': '6101 Stacy Rd', 'address2': None, 'address3': '', 'city': 'McKinney', 'zip_code': '75070', 'country': 'US', 'state': 'TX', 'display_address': ['6101 Stacy Rd', 'McKinney, TX 75070']}",+14692358057,(469) 235-8057,10676.692168803966
13,syj28uTraZh5uzb-ptwdlA,sweetwaters-coffee-and-tea-shire-blvd-richardson,Sweetwaters Coffee & Tea Shire Blvd,https://s3-media3.fl.yelpcdn.com/bphoto/9J4QrOHAcEr2pCtX9aiODw/o.jpg,False,https://www.yelp.com/biz/sweetwaters-coffee-and-tea-shire-blvd-richardson?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,42,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 33.001947, 'longitude': -96.687384}","['pickup', 'delivery']",$$,"{'address1': '3613 Shire Blvd', 'address2': 'Ste 110', 'address3': '', 'city': 'Richardson', 'zip_code': '75082', 'country': 'US', 'state': 'TX', 'display_address': ['3613 Shire Blvd', 'Ste 110', 'Richardson, TX 75082']}",+14692507975,(469) 250-7975,9314.445674275874
14,xVz0QrAeFT7wrkmwyPdSyQ,the-aussie-grind-frisco,The Aussie Grind,https://s3-media1.fl.yelpcdn.com/bphoto/kENvPizvw25517mK-MyLYg/o.jpg,False,https://www.yelp.com/biz/the-aussie-grind-frisco?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,249,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'australian', 'title': 'Australian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",5.0,"{'latitude': 33.11141, 'longitude': -96.80494}","['pickup', 'delivery']",$$,"{'address1': '3930 Preston Rd', 'address2': 'Ste 120', 'address3': None, 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['3930 Preston Rd', 'Ste 120', 'Frisco, TX 75034']}",+14694280966,(469) 428-0966,7064.693590647236
15,LGYsbNsh_vEC6mn9iIRXFQ,better-than-sex-a-dessert-restaurant-plano-plano-2,Better Than Sex - A Dessert Restaurant Plano,https://s3-media4.fl.yelpcdn.com/bphoto/T-AVZaZJ-qcMwkBDR1uE2Q/o.jpg,False,https://www.yelp.com/biz/better-than-sex-a-dessert-restaurant-plano-plano-2?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,55,"[{'alias': 'desserts', 'title': 'Desserts'}]",4.0,"{'latitude': 33.01944, 'longitude': -96.69998}",[],$$,"{'address1': '1010 E 15th St', 'address2': None, 'address3': '', 'city': 'Plano', 'zip_code': '75074', 'country': 'US', 'state': 'TX', 'display_address': ['1010 E 15th St', 'Plano, TX 75074']}",+14699255141,(469) 925-5141,7085.681001290976
16,99Fp5EMpMinhqcBv_GrLrg,lemma-coffee-roasters-richardson-2,Lemma Coffee Roasters,https://s3-media3.fl.yelpcdn.com/bphoto/SdaK7Wci_s6baS83lrIt8Q/o.jpg,False,https://www.yelp.com/biz/lemma-coffee-roasters-richardson-2?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,3,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'vegan', 'title': 'Vegan'}]",5.0,"{'latitude': 32.9857903101976, 'longitude': -96.7476476010498}",[],,"{'address1': '3021 800 W Campbell Rd', 'address2': None, 'address3': '', 'city': 'Richardson', 'zip_code': '75080', 'country': 'US', 'state': 'TX', 'display_address': ['3021 800 W Campbell Rd', 'Richardson, TX 75080']}",+19725599858,(972) 559-9858,8826.315607077857
17,tnAxkOs8aOGhAzMg7l7zPQ,renew-coffee-n-bakery-frisco,Renew Coffee N Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/4osgmui24Zq3qdJI0vCgvw/o.jpg,False,https://www.yelp.com/biz/renew-coffee-n-bakery-frisco?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,18,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.5,"{'latitude': 33.15216, 'longitude': -96.83458}","['pickup', 'delivery']",$,"{'address1': '8880 Coleman Blvd', 'address2': None, 'address3': '', 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['8880 Coleman Blvd', 'Frisco, TX 75034']}",+12144078739,(214) 407-8739,12299.682883467302
18,iNECS9-SJf39b8-zlzL0yA,karmic-grounds-frisco-2,Karmic Grounds,https://s3-media2.fl.yelpcdn.com/bphoto/T6-jodAgTpmLEUsBaE4Hdg/o.jpg,False,https://www.yelp.com/biz/karmic-grounds-frisco-2?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,44,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 33.102807, 'longitude': -96.799577}",['delivery'],$$,"{'address1': '3033 Ohio Dr', 'address2': 'Ste 1000', 'address3': '', 'city': 'Frisco', 'zip_code': '75035', 'country': 'US', 'state': 'TX', 'display_address': ['3033 Ohio Dr', 'Ste 1000', 'Frisco, TX 75035']}",+14699120660,(469) 912-0660,6028.7016929927495
19,cl8i6yLeBGYlNE7EYjKD8Q,mōmō-chá-plano,MŌMŌ CHÁ,https://s3-media3.fl.yelpcdn.com/bphoto/Vkq8MPq_wHTJesCMyUvRXQ/o.jpg,False,https://www.yelp.com/biz/m%C5%8Dm%C5%8D-ch%C3%A1-plano?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,121,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,"{'latitude': 33.06814, 'longitude': -96.70938}",['delivery'],$$,"{'address1': '6900 Alma Dr', 'address2': 'Ste 220', 'address3': None, 'city': 'Plano', 'zip_code': '75023', 'country': 'US', 'state': 'TX', 'display_address': ['6900 Alma Dr', 'Ste 220', 'Plano, TX 75023']}",+14693041111,(469) 304-1111,4094.12690475984
20,eLLlvggmbTMdK-tvubXmCA,the-nest-cafe-frisco,The Nest Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/ik8MHRiCrIEwxxjIFMVYqQ/o.jpg,False,https://www.yelp.com/biz/the-nest-cafe-frisco?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,491,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'waffles', 'title': 'Waffles'}]",4.5,"{'latitude': 33.10646, 'longitude': -96.81809}",['delivery'],$$,"{'address1': '7777 Warren Pkwy', 'address2': 'Ste 325', 'address3': '', 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['7777 Warren Pkwy', 'Ste 325', 'Frisco, TX 75034']}",+14695794790,(469) 579-4790,7606.570957106566
21,9xa_uM_far3Mev4TSAf8xg,ascension-annex-plano-2,Ascension Annex,https://s3-media4.fl.yelpcdn.com/bphoto/CQSazSOC3qw87cANKs7vyg/o.jpg,False,https://www.yelp.com/biz/ascension-annex-plano-2?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,38,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.0,"{'latitude': 33.030661, 'longitude': -96.83269}",['delivery'],,"{'address1': '6121 W Park Blvd', 'address2': 'Ste A119', 'address3': None, 'city': 'Plano', 'zip_code': '75093', 'country': 'US', 'state': 'TX', 'display_address': ['6121 W Park Blvd', 'Ste A119', 'Plano, TX 75093']}",+12145666763,(214) 566-6763,8340.032706787753
22,n9y3Y8Tqr3s8cMEGjv_MNA,millstone-bakery-plano,Millstone Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/BqfGwM_ClVKUMXZrDGRK-w/o.jpg,False,https://www.yelp.com/biz/millstone-bakery-plano?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,125,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'cupcakes', 'title': 'Cupcakes'}]",4.5,"{'latitude': 33.0706, 'longitude': -96.75144}",['delivery'],$,"{'address1': '3020 Legacy Dr', 'address2': 'Ste 150', 'address3': '', 'city': 'Plano', 'zip_code': '75023', 'country': 'US', 'state': 'TX', 'display_address': ['3020 Legacy Dr', 'Ste 150', 'Plano, TX 75023']}",+19726182253,(972) 618-2253,633.5154029731266
23,soD-cFZRyDV8vfOqjGZN6g,ascension-coffee-frisco-frisco-2,Ascension Coffee - Frisco,https://s3-media1.fl.yelpcdn.com/bphoto/rdOcyZYdais4PzGffIRbyg/o.jpg,False,https://www.yelp.com/biz/ascension-coffee-frisco-frisco-2?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,99,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,"{'latitude': 33.1082511821299, 'longitude': -96.8283018678127}","['pickup', 'delivery']",$$,"{'address1': '3625 The Star Blvd', 'address2': 'Ste 300', 'address3': None, 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['3625 The Star Blvd', 'Ste 300', 'Frisco, TX 75034']}",+19722929766,(972) 292-9766,8491.385375976708
24,ai5EoQurQ2p62nWki63AvQ,prim-and-proper-plano,Prim and Proper,https://s3-media2.fl.yelpcdn.com/bphoto/1tRgv6md695eX59PKTNM_w/o.jpg,False,https://www.yelp.com/biz/prim-and-proper-plano?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,9,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 33.07879, 'longitude': -96.8261}",['delivery'],,"{'address1': '7300 Windrose Ave', 'address2': 'Ste A130', 'address3': '', 'city': 'Plano', 'zip_code': '75024', 'country': 'US', 'state': 'TX', 'display_address': ['7300 Windrose Ave', 'Ste A130', 'Plano, TX 75024']}",+12147368530,(214) 736-8530,6976.114263760732
25,GdoOYUGHnfHZ-Fi9t8ftww,global-peace-factory-coffee-house-frisco-2,Global Peace Factory Coffee House,https://s3-media3.fl.yelpcdn.com/bphoto/7o8VejUDFPVLFQt6Y8Ut-A/o.jpg,False,https://www.yelp.com/biz/global-peace-factory-coffee-house-frisco-2?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,259,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 33.088881, 'longitude': -96.839734}",['delivery'],$,"{'address1': '1377 Legacy Dr', 'address2': 'Ste 100', 'address3': '', 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['1377 Legacy Dr', 'Ste 100', 'Frisco, TX 75034']}",+12143907511,(214) 390-7511,8491.305514297112
26,OoX3Bj-9q9HhlW-IrQw6dQ,starbucks-reserve-plano-4,Starbucks Reserve,https://s3-media2.fl.yelpcdn.com/bphoto/S3Zy6jVjQ6EWh757z6k4zw/o.jpg,False,https://www.yelp.com/biz/starbucks-reserve-plano-4?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,84,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 33.08126, 'longitude': -96.825529}",['delivery'],$$,"{'address1': '7600 Windrose Ave', 'address2': '', 'address3': None, 'city': 'Plano', 'zip_code': '75024', 'country': 'US', 'state': 'TX', 'display_address': ['7600 Windrose Ave', 'Plano, TX 75024']}",+12144901227,(214) 490-1227,6980.5969525831915
27,ScgvNo0hdDZoq_B6M8wwkA,kokee-tea-plano,Kokee Tea,https://s3-media4.fl.yelpcdn.com/bphoto/wBhPn1vtq2FqWq4MWffO-Q/o.jpg,False,https://www.yelp.com/biz/kokee-tea-plano?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,7,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.0,"{'latitude': 33.03118583, 'longitude': -96.83231217}","['pickup', 'delivery']",,"{'address1': '6121 W Park Blvd', 'address2': None, 'address3': '', 'city': 'Plano', 'zip_code': '75093', 'country': 'US', 'state': 'TX', 'display_address': ['6121 W Park Blvd', 'Plano, TX 75093']}",,,8280.138601679128
28,OZWDD29Scf5398rZtZUI-g,daily-grinds-frisco,Daily Grinds,https://s3-media2.fl.yelpcdn.com/bphoto/s0bcC2ZbLYfrTG8Wep3Bvg/o.jpg,False,https://www.yelp.com/biz/daily-grinds-frisco?adjust_creative=aefy5ZBpOJ4G3GWKcNB2Sg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=aefy5ZBpOJ4G3GWKcNB2Sg,12,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.5,"{'latitude': 33.1028723678149, 'longitude': -96.8255195394158}","['pickup', 'delivery']",,"{'address1': '6750 Gaylord Pkwy', 'address2': 'Ste 130', 'address3': None, 'city': 'Frisco', 'zip_code': '75034', 'country': 'US', 'state': 'TX', 'display_address': ['6750 Gaylord Pkwy', 'Ste 130', 'Frisco, TX 75034']}",+14697773200,(469) 777-3200,7946.917224635221
